area_m2,costo_total_cop,tiempo_meses,materiales_cop,mano_obra_cop,personal_total,estrato,ciudad,tipo_obra,constructora
142.1,219172251.0,13.0,103616078.0,96756674.0,99,5,Cali,Vivienda,Constructora B
81.0,189040436.0,13.0,77359095.0,82643128.0,27,1,Barranquilla,Industrial,Constructora C
104.7,238580424.0,16.0,88856698.0,98503611.0,18,6,Bogotá,Industrial,Constructora B
99.2,398432460.0,14.0,43778002.0,81596975.0,81,2,Bucaramanga,Comercial,Constructora B
114.5,224921229.0,15.0,70515595.0,76767959.0,72,1,Barranquilla,Vivienda,Constructora B
170.5,164903977.0x,18.0,87020558.0,85286853.0,33,,Bogotá,Vivienda,Constructora B
196.0,313492818.0,10.0,47285894.0,70469995.0,99,1,Bogotá,Industrial,Constructora B
126.0,,15.0,79974328.0,104267633.0,42,2,Medellín,Industrial,Constructora B
131.3,250168210.0,,84983874.0,95758132.0,60,3,Barranquilla,Vivienda,
114.2,339059056.0,12.0,67922489.0,,,3,Cali,Comercial,Constructora C
103.9,309060968.0,15.0,60086156.0,107936195.0,,4,Bucaramanga,Comercial,Constructora A
146.7,290243140.0,11.0,65438074.0,116085818.0,64,4,Medellín,Comercial,Constructora C
107.8,311950797.0,11.0,,76732037.0,45,4,,Industrial,
88.9,251631808.0,22.0,57094025.0,84986622.0,92,6,,,Constructora C
139.2,191121592.0,19.0,112651080.0,97858983.0,43,3,Cali,Comercial,Constructora C
115.3,247489697.0,17.0,,75375345.0,56,4,Bucaramanga,Comercial,Constructora A
,230452150.0,11.0,,95131243.0,,4,Barranquilla,Industrial,Constructora C
129.6,253450780.0,12.0,41584405.0,78297345.0,96,4,Bogotá,Industrial,Constructora B
149.4,248794070.0,11.0,116773853.0,,51,1,Bogotá,Comercial,Constructora A
139.1,278273005.0,13.0,62372943.0,101569633.0,11,5,Bogotá,Industrial,Constructora A
148.0,302211545.0,14.0,73674798.0,99282281.0,98,3,Bucaramanga,Industrial,Constructora C
117.5,223637434.0,16.0,85533562.0,70930337.0,62,2,Barranquilla,Vivienda,Constructora A
117.7,238049975.0,,,92727174.0,81,3,Cali,Industrial,Constructora B
132.3,268497884.0x,,129656305.0,120232559.0,54,4,Barranquilla,Vivienda,Constructora B
128.3,313925688.0,14.0,87761073.0,88827484.0,64,1,Bucaramanga,Industrial,Constructora B
135.8,235036571.0,17.0,72685895.0,86234867.0,80,1,Cali,Comercial,Constructora B
132.0,151719162.0,13.0,36019187.0,94579436.0,32,6,Medellín,Industrial,Constructora B
185.8,301918352.0,16.0,,96673426.0,52,2,Bucaramanga,Vivienda,Constructora A
115.2,185816689.0,9.0,58402527.0,68824264.0,23,2,Bucaramanga,Industrial,Constructora C
135.4,231966377.0,16.0,,104864962.0,69,5,Medellín,Vivienda,Constructora C
125.0,227548319.0,11.0,68569198.0,94221998.0,89,5,Bogotá,Comercial,Constructora C
161.1,283121253.0,12.0,53209425.0,92960910.0,53,5,Barranquilla,Industrial,Constructora A
98.1,160655334.0,14.0,90049987.0,75140427.0,70,5,,Industrial,Constructora A
83.9,320601477.0,13.0,76075833.0,84030064.0,75,2,Barranquilla,Vivienda,Constructora A
156.9,,6.0,69329432.0,69359712.0,,5,Bogotá,,Constructora C
,314074932.0,18.0,63768553.0,105645611.0,80,5,Bucaramanga,Comercial,
,239141629.0,12.0,67605402.0,91265515.0,66,2,Medellín,Vivienda,Constructora B
98.0,402065882.0,13.0,59057624.0,51906262.0,28,,Medellín,Vivienda,Constructora C
158.7,262889144.0,,87010028.0,70609483.0,24,6,Bogotá,Industrial,Constructora A
133.7,239500020.0,12.0h,44076604.0,80255336.0,,3,Medellín,Industrial,Constructora B
,,13.0,72265556.0,86247260.0,51,4,Barranquilla,,Constructora C
106.0,130622117.0,14.0,56411239.0,69949251.0,46,,Cali,Industrial,Constructora C
101.0,341795236.0,,89968196.0,91936552.0,92,1,Bogotá,Industrial,Constructora A
162.4,182183541.0h,10.0,75209497.0,,55,2,Barranquilla,Industrial,Constructora A
115.0,266833574.0,,93776326.0,92932599.0,12,2,,Industrial,Constructora A
89.5,299196129.0,17.0,,83545500.0,23,5,,Industrial,Constructora A
102.6,293471322.0,14.0,31259723.0,109548856.0,25,5,Medellín,Comercial,Constructora C
153.6,,13.0,87122033.0,69565679.0,12,2,Bogotá,Vivienda,Constructora B
138.6,219625509.0,,,44761407.0,85,6,Medellín,Comercial,Constructora C
98.9,286470820.0,12.0,43957026.0,78793352.0,51,2,Cali,Industrial,Constructora B
,250735925.0,19.0,80556061.0,121395552.0,37,3,Medellín,Vivienda,Constructora A
102.6m2,173788860.0,15.0,93830805.0,,82,4,,Comercial,Constructora B
,204586089.0,13.0,61542854.0,74235452.0,13,4,,Industrial,Constructora C
107.7,287030236.0,11.0,73869638.0,65758643.0,77,3,Bogotá,Vivienda,Constructora B
102.9,,11.0,50477861.0,103236418.0,46,6,Medellín,,
120.6,128856375.0,11.0,58076831.0,,79,6,,,Constructora C
102.7,269779252.0,,76293100.0,101793607.0,92,6,Bogotá,Industrial,Constructora C
86.9,241175344.0h,20.0,70976604.0,78214440.0,80,2,Medellín,Vivienda,Constructora A
77.7,,17.0,,82780029.0,84,3,Medellín,,Constructora C
91.8,258257455.0,13.0,,79038408.0,38,6,Barranquilla,Industrial,Constructora C
98.3,241923839.0,15.0,90049782.0,84407313.0,81,2,Cali,Industrial,Constructora B
127.5,302313327.0,8.0,81963682.0,90884732.0,83,1,Bogotá,Vivienda,Constructora A
122.4,311417489.0,11.0,119367200.0,86563391.0,98,1,Medellín,Vivienda,Constructora A
94.9,314339450.0,13.0,63240099.0,84445004.0,26,5,Medellín,Industrial,Constructora A
152.8,255818807.0,19.0,61376868.0,89574002.0,34,1,Medellín,Industrial,Constructora C
83.6,,15.0,,87187647.0,,5,Cali,Comercial,Constructora C
148.8,346442449.0,17.0,56556416.0,130833107.0,,3,Medellín,Comercial,Constructora C
85.0,250481301.0,16.0,50434590.0,113988982.0,,2,Barranquilla,Comercial,Constructora B
110.0,218331485.0,11.0x,53988176.0,78620930.0,68,4,Medellín,Vivienda,Constructora A
,279360668.0,14.0h,63752069.0,,64,2,Bogotá,Comercial,Constructora B
,208637312.0,12.0,67675532.0,115324964.0,,6,Bogotá,Industrial,Constructora A
94.3,304832855.0,10.0,60439637.0,71826505.0,18,1,Cali,Industrial,Constructora C
122.2,214300180.0,14.0,85706110.0,,96,6,Medellín,Comercial,Constructora A
86.2,240494595.0,14.0,90399632.0,80879086.0,,1,Medellín,Comercial,Constructora C
113.8,315476932.0,15.0,85522167.0,81520290.0,37,2,Bucaramanga,Industrial,Constructora A
132.6,,16.0,77265825.0,106451466.0,45,,Cali,Industrial,Constructora B
103.4,240463210.0,11.0,58604354.0,98172257.0,24,5,Bogotá,Comercial,Constructora A
164.4,278072836.0,,64154815.0,67496904.0,19,,Bogotá,Industrial,Constructora A
134.9,275562409.0,13.0,43399081.0,100056463.0,63,4,Bucaramanga,Vivienda,Constructora A
140.5,184235556.0,13.0,93595552.0,,56,1,Barranquilla,Industrial,Constructora C
103.0,304785993.0,17.0,96881996.0,93770649.0,88,1,Bucaramanga,,Constructora B
116.0,,14.0,102368950.0,107795053.0,41,5,Bucaramanga,Industrial,Constructora B
129.0,264197172.0,12.0,51305556.0,84243766.0,52,5,Barranquilla,Comercial,Constructora B
146.0,293305098.0,15.0,110990699.0,,,5,Bucaramanga,Vivienda,Constructora A
141.2,298433041.0,15.0,78509117.0,83822763.0,41,1,Cali,Vivienda,Constructora C
107.8,,11.0,82227957.0,73328933.0,52,6,Bogotá,Industrial,Constructora B
94.8,301817935.0,18.0,103813730.0,85751877.0,89,3,,Comercial,Constructora A
84.5,268852825.0,8.0,80203224.0,86474136.0,,1,,Comercial,Constructora B
184.2,191014941.0,13.0,,108241157.0,68,4,Cali,Vivienda,Constructora B
154.1,189259798.0,16.0,79949237.0,82290272.0,42,6,Cali,Comercial,Constructora B
163.6,209030388.0,13.0,62647406.0,109410135.0,19,4,Barranquilla,,Constructora C
115.6,,14.0,67348020.0,90702220.0,26,4,Bucaramanga,Industrial,Constructora A
180.8,235683308.0,8.0,95048325.0,82907399.0,,2,Cali,Vivienda,Constructora B
135.4,136959920.0,,46175544.0,88263571.0,67,3,Medellín,Comercial,Constructora A
127.1,256492613.0,,41257049.0,92624040.0,70,4,Medellín,Vivienda,Constructora C
104.2,288646063.0,11.0,86604800.0,87698687.0,40,6,,Industrial,
77.6,289805863.0,14.0,78619096.0,71437816.0,49,3,Barranquilla,Industrial,Constructora B
140.5,252376454.0,13.0,75099966.0,89364860.0,64,6,Barranquilla,Comercial,Constructora C
122.2,194372942.0,13.0,86908379.0,105660542.0,64,5,Medellín,Industrial,
119.9,360614118.0,,59490561.0,87926872.0,76,1,Cali,Vivienda,Constructora A
79.5kg,213426416.0,13.0,93399539.0,106210715.0,31,1,Bucaramanga,Industrial,Constructora B
59.9,,,58308760.0,74223551.0,94,5,Cali,Industrial,Constructora A
86.7,253629683.0,13.0,59126861.0,,42,3,Cali,Comercial,Constructora B
146.6,174522254.0,18.0,95787801.0,90660919.0,19,1,Medellín,Vivienda,Constructora A
177.1,182590439.0,15.0,73501492.0,95351776.0,66,5,,Vivienda,Constructora C
100.4,252562695.0,10.0,73173212.0,77967890.0,48,5,Bucaramanga,Industrial,Constructora C
110.1,306313824.0,11.0,57760482.0,96801787.0,54,,Cali,Industrial,Constructora C
72.9,230884792.0,16.0,96790419.0,91293898.0,51,5,,Vivienda,Constructora C
89.6,273802147.0,18.0,94808512.0,92370626.0,35,2,Barranquilla,Industrial,Constructora B
129.6,278849825.0,12.0,57169470.0,82494236.0,36,6,Bogotá,Industrial,Constructora B
96.8,265051773.0,14.0,80708564.0,66150790.0,61,3,Bogotá,Industrial,Constructora C
123.1,205926652.0,12.0,79237230.0,80195370.0,64,3,Bucaramanga,,Constructora C
157.0,304697157.0,19.0,72100009.0,49911165.0,12,1,,Vivienda,Constructora B
114.4,240876669.0,15.0,42780672.0,104258613.0,47,3,Bogotá,Comercial,Constructora B
85.2,200394038.0,13.0,95601905.0,89016386.0,45,,Bogotá,Industrial,Constructora A
169.9,195847297.0,,86183353.0,98742629.0,45,5,Barranquilla,Industrial,Constructora B
138.2,302076091.0kg,6.0,41285628.0,73415540.0,75,1,Cali,Industrial,Constructora B
126.2,257193736.0,15.0,54951014.0,100298072.0,50,1,Medellín,Industrial,Constructora B
129.5,217126970.0,10.0,,91827203.0,28,3,Bogotá,Industrial,Constructora A
113.5h,303531938.0,15.0,88312916.0,98691181.0,71,2,Bogotá,Industrial,Constructora A
140.7,290659540.0,12.0,44711271.0,78077976.0,45,2,Bucaramanga,Vivienda,
78.3,252774597.0h,10.0,64496020.0,106607645.0,64,3,,Vivienda,Constructora A
119.4,190563761.0,13.0,71187583.0,100602531.0,84,5,Bucaramanga,Comercial,Constructora C
84.5,245899783.0,12.0,64837536.0,120608520.0,41,4,Bogotá,Vivienda,Constructora B
117.9,267190725.0,,64490434.0,109058205.0,,,Barranquilla,Vivienda,Constructora A
139.3,202383091.0,13.0,60945178.0,79975804.0,34,2,Medellín,Vivienda,Constructora B
114.8,380374669.0,20.0,67771274.0,86702280.0,42,3,Bogotá,Vivienda,Constructora A
172.7,246612401.0,17.0,91175650.0,113707244.0,76,3,Barranquilla,Vivienda,Constructora B
119.1,198121851.0,13.0,49772410.0,89407537.0,,3,Cali,Industrial,Constructora A
,171231074.0,9.0,101268656.0,74415017.0,32,2,Bucaramanga,Industrial,Constructora C
129.7,,16.0,,92908758.0,,,,Vivienda,Constructora C
,245817820.0,15.0h,72484510.0,93797650.0,87,2,Bogotá,,
130.2,250674589.0,,104248962.0,97585434.0,79,,,Comercial,Constructora B
,215176874.0,21.0,95914450.0,101831593.0,48,4,Bucaramanga,,Constructora B
117.3m2,286569026.0,15.0,83273271.0,77951648.0,62,1,Cali,Industrial,Constructora C
148.4,,14.0,,84198019.0,12,4,Cali,Industrial,Constructora A
71.4,196412423.0,18.0,75103558.0,90031709.0,42,5,Cali,Vivienda,Constructora B
142.7,228335100.0,17.0,85807418.0,108432293.0,33,,Cali,Vivienda,Constructora B
102.9,184669153.0,15.0,99381222.0,100914298.0,63,5,Medellín,Comercial,Constructora B
117.0,273281248.0,14.0,93720488.0,86040672.0,,,Bucaramanga,Industrial,Constructora C
93.5,249481383.0,15.0,59114484.0,106753582.0,22,6,Medellín,Comercial,Constructora C
,297658528.0,8.0,,70149046.0,34,4,Bogotá,Industrial,Constructora C
58.3m2,279756803.0,12.0,,86076100.0,,5,Bucaramanga,Industrial,Constructora B
83.2x,292355103.0,13.0,65572295.0,81813216.0,83,4,Bogotá,Industrial,Constructora B
107.4,159929985.0,22.0,59687253.0,106565787.0,28,6,Bucaramanga,,Constructora C
140.6,213956403.0,16.0,109657014.0,70185453.0,74,6,Bucaramanga,Industrial,Constructora C
,192277504.0,14.0,60283710.0,123791583.0,65,2,Cali,Industrial,Constructora A
135.7,176829018.0,15.0,79927322.0,65962953.0,22,5,Barranquilla,Comercial,
152.6,207628781.0,13.0,56851026.0,108275443.0,61,5,Barranquilla,,Constructora B
93.1,302635658.0,16.0,82029909.0,84924188.0,84,2,Barranquilla,Vivienda,
43.2,291437857.0,13.0,92920604.0,,93,4,Bogotá,Comercial,Constructora B
142.6,325709278.0,15.0x,68299042.0,95312813.0,52,3,Bucaramanga,Comercial,Constructora B
,278464519.0,15.0,,85850354.0,84,1,Bogotá,Vivienda,Constructora B
117.2,277295184.0,14.0,82076657.0,103444862.0,39,6,Barranquilla,Industrial,Constructora A
152.2,233780264.0,13.0,73091236.0,110883483.0,23,1,Cali,Vivienda,Constructora A
142.8,234477212.0,12.0,66544058.0,104925960.0,47,3,Cali,Comercial,Constructora A
,232164019.0,10.0,,76665840.0,28,5,Barranquilla,Industrial,Constructora C
124.5h,,13.0,82097296.0,95475465.0,94,3,Bogotá,Comercial,Constructora C
,,13.0,64298298.0,97061131.0,16,2,,Vivienda,Constructora B
133.4,256091434.0,13.0,89880203.0,89191587.0,,5,Barranquilla,Industrial,
,317636667.0,14.0,,105933013.0,45,4,Barranquilla,Vivienda,Constructora C
135.3,197717292.0,,54412273.0,92807686.0,46,6,Bogotá,Vivienda,Constructora A
,187891986.0,14.0,90466252.0,101634710.0,97,6,Barranquilla,Comercial,Constructora B
126.6,301596405.0,13.0,99607464.0,108311339.0,48,,,Vivienda,Constructora B
130.0m2,242495015.0,18.0,,,88,6,Bogotá,Industrial,
137.0,164641394.0,19.0,43704067.0,80654201.0,88,4,Bucaramanga,Industrial,Constructora C
122.5,239178174.0,12.0,61732517.0,81383791.0,97,4,Bucaramanga,Vivienda,Constructora A
59.1,128554976.0,15.0,84306868.0,,80,2,Barranquilla,Vivienda,Constructora A
135.2,262369638.0,15.0,89320471.0,66447594.0,23,3,Bucaramanga,Industrial,Constructora A
,228217986.0,,84415457.0,66610846.0,32,3,Bucaramanga,Industrial,Constructora B
150.6,184873768.0,16.0,88856923.0,62093076.0,53,2,Cali,Vivienda,Constructora C
119.4,257869295.0,13.0,46703662.0,105201660.0,11,3,,Vivienda,Constructora A
119.9,224596382.0,19.0,61272333.0,,13,3,Cali,Vivienda,Constructora C
100.5,,11.0,61688488.0,68568974.0,90,4,Barranquilla,,Constructora B
172.6,214991281.0,15.0,67183572.0,96183417.0,77,6,,Vivienda,Constructora A
96.7,273848886.0,11.0,104227426.0,70909211.0,81,5,Barranquilla,Vivienda,Constructora C
161.7,200630476.0,10.0,86588234.0,93694698.0,20,2,Bucaramanga,Vivienda,Constructora C
169.3,269913715.0kg,16.0m2,56929880.0,86804948.0,,5,Bucaramanga,Vivienda,Constructora A
215.0,286479438.0,,68525406.0,85330697.0,83,,Medellín,Vivienda,Constructora A
161.5,292902547.0,17.0,24207280.0,100511501.0,40,,Cali,Comercial,Constructora B
117.7,299982009.0,16.0,87915832.0,92314834.0,16,4,Bogotá,Vivienda,Constructora B
92.6,188838397.0,9.0,61453410.0,76360060.0,16,5,Barranquilla,Comercial,Constructora A
